,tf,idf,tfidf,entropy_tfidf
火花,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
很早以前,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不下,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.6366831965829378
因在,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
弄清楚,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
海,0.00013263909466762618,5.219840892008245,0.0006923549702250279,0.3395779666787524
开店,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
赏心悦目,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
疏漏,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
烟往,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
中船,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
拔,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.6830439792938208
衡,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
看不见,3.1043192369018895e-05,6.559615237493242,0.00020363139768425027,0.6892128698743428
石,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
低柜,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
真有,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
试下,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
应酬,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
171,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
华蓥山,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
庆春路,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
三姑,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
黑色,5.079795114930365e-05,6.124297166235396,0.0003111017482742444,0.5300173008059287
小资,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
会亮,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拔下来,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
伴,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
长度,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
会动,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
万水千山,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
喷出来,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
涂个,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
广化路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
表示感谢,4.797584275212011e-05,6.067138752395448,0.0002910760947402182,0.4662903330557829
更令,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
遵义路,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
后不着店,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
位住,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一小,5.362005954648718e-05,6.067138752395448,0.00032532034118024387,0.692086819193598
三天,0.00014392752825636033,5.065690212180986,0.0007290922711516468,0.6372432605659645
诶,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
健康成长,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
免除,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,8.546717068587644e-05
中餐馆,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
太弱,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
七斗,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
输水管,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
380,3.1043192369018895e-05,6.472603860503613,0.000200930286770068,0.6892101687634287
五颗,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
拐走,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
江畔,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
实习,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
酒店业,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
服务,0.009595168550424022,1.0888736161074455,0.01044792587666064,0.6131254650391367
收回,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
曾家岩,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
浩浩荡荡,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
十来种,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
尚未,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
九龙壁,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
恶,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
疑祥,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
彰显,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
还会,0.000821233543580409,3.294550030155667,0.0027055949957676814,0.11613176704296575
狭小,5.6442167943670715e-05,5.912988072568189,0.0003337418658408155,0.6111980439207343
品牌,0.00011288433588734143,5.402162448802199,0.0006098195203885703,0.688748633233977
身为,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
梳,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
看出,3.668740916338596e-05,6.392561152830075,0.00023452650661584323,0.5404386688954766
忙乎,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.6932326477306312
牌取,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
开业,0.00013828331146199324,5.150848020521293,0.0007122763211151374,0.6936511958591762
靠枕,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
比金茂君悦,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
ㄘ,8.466325191550608e-06,8.264363329731667,6.996878745063427e-05,6.996878745063427e-05
一件,8.466325191550607e-05,5.590214680305139,0.0004732857537404342,0.6734849527629969
日起,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
内湖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
200,0.000237057105363417,4.588062657824591,0.0010876328528898831,0.675982906596718
下去,0.0001411054198591768,5.065690212180986,0.0007147963442663204,0.6906585548026658
评点,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
短消息,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
原想,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
赵,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
四条,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
说一说,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
出众,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
以下几点,2.2576867177468287e-05,6.7602859329553935,0.0001526260775900412,0.6932998066375353
访亲,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
罕有,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
上传,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
不复存在,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
偏热,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
allrightsreserved,0.00011570644428452497,5.219840892008245,0.0006039692293452371,0.6791048462432537
柳侯,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
平方米,5.362005954648718e-05,6.472603860503613,0.0003470614044210265,0.6240019109725294
效率,9.030746870987315e-05,5.461002948825133,0.0004931693529255507,0.6620564075109077
做工,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
接到,0.0001100622274901579,5.402162448802199,0.0005945740323788561,0.5954748282213128
浴后,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
游览,3.386530076620243e-05,6.392561152830075,0.00021648600610693226,0.6794097519976326
巨川,1.1288433588734143e-05,8.264363329731667,9.32917166008457e-05,9.32917166008457e-05
华强,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
北京城,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
次里,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
写成,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
五栋,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
发生,0.00026245608093806885,4.526693711448299,0.0011880582911137222,0.6775337959885785
洗清,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
带病,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
古意,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
舒服,0.0014251647405776856,2.802652416275195,0.003994241403770262,0.5178197017386654
溪钓,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
滑稽可笑,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
而放低,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
少人游,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
预算,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
详尽,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
仿造,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
氧吧,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
采暖,5.644216794367072e-06,8.264363329731667,4.664585830042285e-05,4.664585830042285e-05
无动于衷,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.6830439792938208
洒满,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
会秉呈,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
完差,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
锈迹斑斑,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
花园,0.00019190337100848044,4.830376125246521,0.0009269654616736893,0.22464504152750747
拄,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
川菜,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.00013587459334908758
小区,4.797584275212011e-05,6.184921788051831,0.0002967268351377362,0.691712804452256
二连,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
刚洗,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
砩,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
色差,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
6F,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
土鸡,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
一个圈,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
建筑设施,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
瓶盖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
老旧,0.00013263909466762618,5.107362908581554,0.0006774359923332714,0.6826922535918237
大作,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
欢乐谷,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
checkout25,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
我免,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
打扫卫生,4.797584275212011e-05,6.124297166235396,0.00029381831781456416,0.6777882227665218
技能,1.4110541985917679e-05,7.348072597857512,0.00010368528690763962,0.5005061088250955
再,0.0019839422032200257,2.53751558214447,0.005034284254744846,0.6973303687344765
端庄,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
变相,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
无边,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
坐船,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
推三阻四,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
江河日下,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
裙楼,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
平宜点,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
请求,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.6731127796401821
车场,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
欣怡,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
几百元,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
三人套,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
必为,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
信息化,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
578,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一度,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
男生,2.5398975574651824e-05,6.654925417297567,0.00016902828812507048,0.6871306048854484
以来,5.926427634085425e-05,5.8664680569332965,0.0003476719840708892,0.6368618402788837
话务员,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
片,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.6830439792938208
挂牌,0.00013546120306480973,5.150848020521293,0.0006977400696638081,0.6903686684266905
借书,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
为什,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
新,0.0008946083619071808,3.2504002455427368,0.0029078352392076863,0.5536966916622011
亮度,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
上空,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
价贵物,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
元大床,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
长霉,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
比泉洲,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
天呐,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
虚种,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
消防法,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
仰望,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
螺,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
90%,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
烦琐,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
鼻血,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
台门,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
体型,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
争论,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
pos,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
宰人,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
太太,5.079795114930365e-05,6.184921788051831,0.00031418135485172067,0.6872757579521751
{,1.6932650383101216e-05,7.858898221623503,0.00013307197598312666,0.00013307197598312666
次次,8.466325191550608e-06,7.858898221623503,6.653598799156333e-05,6.653598799156333e-05
狗狗,1.975475878028475e-05,8.264363329731667,0.00016326050405147998,0.00016326050405147998
老得,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不类,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
日小假,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
蓝色,1.4110541985917679e-05,7.348072597857512,0.00010368528690763962,0.00010368528690763962
富豪,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
能源,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.5624206117894942
枣泥,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
暴慢,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
机坏,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
点整,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一般般,0.00012699487787325912,5.150848020521293,0.0006541313153098201,0.5568031580249282
大床,0.0014900732337129068,2.8752915999151667,0.00428439505215315,0.6433918984152293
改正,3.95095175605695e-05,6.318453180676354,0.0002496390368975686,0.6520062002095508
来访,1.975475878028475e-05,7.165751041063557,0.0001415576832957849,0.6830496623837675
人到,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
鬼哭狼嚎,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
社会,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.45067993384384747
大姐,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,0.6932326477306312
queensize,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
寒冬,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
挖开,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
象纸,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
放缸,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
巷子口,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
红灯笼,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
乘坐,5.6442167943670715e-05,5.961778236737621,0.0003364956884808659,0.3254194690799291
出水量,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,8.294822952611169e-05
同房,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
先用,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
有效率,1.6932650383101216e-05,7.011600361236299,0.00011872497754284044,0.00011872497754284044
地铁站,0.00024270132215778407,4.6267771700052815,0.0011229249364897323,0.46394668297527014
老牛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
童话世界,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
遗失,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
提过,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
跑出去,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
倒霉事,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
闲着没事,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
体毛,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
接上,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
骨青,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
自终,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
菜鸟,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
擦亮,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
退定,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
打分,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
圣诞老人,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
回沪后,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
早上,0.0009454063130564845,3.2177175981123787,0.0030420505308883907,0.6945799916579593
花头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
最为,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.6366355034519234
正中,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
可真,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
爽利,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
饭费,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
性价比,0.0015408711848622105,2.6752437633956063,0.004122206027498627,0.5040164099413604
菜谱,1.4110541985917679e-05,7.165751041063557,0.00010111263092556065,0.5005035361691135
标准配置,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
性子,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一百二,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
端详,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
灰,3.386530076620243e-05,6.392561152830075,0.00021648600610693226,0.5625516306249152
环节,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
片供,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
使贵,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
夜,2.8221083971835358e-05,6.559615237493242,0.0001851194524402275,0.6731967864616968
饮食店,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
数码产品,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
说算差,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
轰轰,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
高达,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,0.6365782686728272
延后,1.1288433588734143e-05,7.571216149171722,8.546717068587644e-05,8.546717068587644e-05
如期,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
1.8,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.5984054631786063
洗发露,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
到极点,1.975475878028475e-05,6.878068968611776,0.00013587459334908758,0.00013587459334908758
茉莉花,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
跳窗,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
河北,1.6932650383101216e-05,7.165751041063557,0.00012133515711067278,0.00012133515711067278
市侩,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
外方,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
演出,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
合店,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
一项,2.5398975574651824e-05,6.7602859329553935,0.00017170433728879635,0.6366858726321015
拉直,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
富裕,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
IC,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
能为,1.1288433588734143e-05,7.348072597857512,8.294822952611169e-05,0.5624180928483344
厦洽,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
护照,1.4110541985917679e-05,7.571216149171722,0.00010683396335734555,0.5005092575015452
肉酱,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,4.435732532770889e-05
一挥,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
差头,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
扫把,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
不管怎么,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
操作规程,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
进如家,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
万里,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
积,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
总发,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
八个,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
广大客户,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
吸收,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
工薪层,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
北园春,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
上学,5.644216794367072e-06,7.858898221623503,4.435732532770889e-05,0.693191537885273
清洁液,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
顺手牵羊,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
防寒,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
漂亮起来,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
睡醒,8.466325191550608e-06,7.571216149171722,6.410037801440733e-05,6.410037801440733e-05
耍赖,2.822108397183536e-06,8.264363329731667,2.3322929150211426e-05,2.3322929150211426e-05
